,underlying_price,base_volatility,skew,kurtosis
2019-10-23,22625.38,0.13282971428571427,0.01906457142857143,0.007054714285714303
2019-10-24,22750.6,0.1310551,0.018087642857142816,0.006606821428571413
2019-10-25,22799.81,0.12363067142857143,0.027218928571428574,0.006059307142857129
2019-10-28,22867.27,0.128162,0.027930071428571415,0.006242250000000005
2019-10-29,22974.13,0.12971749999999999,0.0232753,0.003912250000000006
2019-10-30,22843.12,0.1354854142857143,0.022913414285714306,0.005202492857142832
2019-10-31,22927.04,0.12156814285714286,0.013809271428571426,0.004706678571428577
2019-11-01,22850.77,0.120834,0.019428471428571417,0.0021978928571428635
2019-11-05,23251.99,0.13268200000000002,0.0024907000000000123,0.005539349999999971
2019-11-06,23303.82,0.13440418571428572,0.021258771428571438,0.006415900000000002
2019-11-07,23330.32,0.13319292857142856,0.0219007142857143,0.007149571428571422
2019-11-08,23391.87,0.1287845,0.03135750000000001,0.007071250000000001
2019-11-11,23331.84,0.12990649999999998,0.033109,0.0039515000000000244
2019-11-12,23520.01,0.12330050000000001,0.016123999999999986,0.00588749999999999
2019-11-13,23319.87,0.13694467857142859,0.034129446428571436,0.0031662410714285716
2019-11-14,23141.55,0.13809157142857142,0.03666289285714289,0.007749767857142875
2019-11-15,23303.32,0.12865557142857142,0.019541892857142862,0.005608660714285729
2019-11-18,23416.76,0.12299907142857144,0.03057192857142857,0.00647303571428573
2019-11-19,23292.65,0.1266975,0.029035124999999995,0.005875937500000011
2019-11-20,23148.57,0.13132885714285714,0.034098071428571436,0.006490678571428599
2019-11-21,23038.58,0.135701125,0.02949660714285718,0.005963303571428574
2019-11-22,23112.88,0.13480825,0.028093428571428575,0.0020692857142857457
2019-11-25,23292.81,0.1296049642857143,0.023443428571428573,0.006630303571428575
2019-11-26,23373.32,0.12864000000000003,0.022868249999999993,0.0033983749999999813
2019-11-27,23437.77,0.12627664285714285,0.01452389285714284,0.0012525714285714362
2019-11-28,23409.14,0.12347342857142857,0.027567928571428563,0.006357392857142874
2019-11-29,23293.91,0.12512357142857142,0.02893094642857144,0.006405705357142882
2019-12-02,23529.5,0.12150335714285715,0.022219000000000017,0.006741928571428579
